kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,celdirici2_x,celdirici2_y,celdirici2_z,celdirici2_qw,celdirici2_qx,celdirici2_qy,celdirici2_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
15,0.495833,-20.820001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.681250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,3.520775,-7.736772,0.750000,0.233445,0.000000,0.000000,0.972370,-20.820063,0.018160,38.300000,0.374078,-0.600054,0.374078,0.600054,0.000
16,0.529167,-20.660001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.564584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,3.396034,-7.673213,0.750000,0.233445,0.000000,0.000000,0.972370,-20.660064,0.018716,38.300000,0.369987,-0.602586,0.369987,0.602586,4.167
17,0.562500,-20.500001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.447917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,3.271293,-7.609654,0.750000,0.233445,0.000000,0.000000,0.972370,-20.500065,0.019224,38.300000,0.366255,-0.604862,0.366255,0.604862,4.167
18,0.595833,-20.340001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.331250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,3.146552,-7.546096,0.750000,0.233445,0.000000,0.000000,0.972370,-20.340066,0.019680,38.300000,0.362896,-0.606883,0.362896,0.606883,0.000
19,0.629167,-20.180001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.214584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,3.021811,-7.482537,0.750000,0.233445,0.000000,0.000000,0.972370,-20.180067,0.020082,38.300000,0.359943,-0.608639,0.359943,0.608639,4.167
20,0.662500,-20.020001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.097917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.897070,-7.418978,0.750000,0.233445,0.000000,0.000000,0.972370,-20.020067,0.020431,38.300000,0.357388,-0.610143,0.357388,0.610143,4.167
21,0.695833,-19.860001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.981250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.772329,-7.355420,0.750000,0.233445,0.000000,0.000000,0.972370,-19.860068,0.020726,38.300000,0.355241,-0.611395,0.355241,0.611395,0.000
22,0.725000,-19.720001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.879167,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.663181,-7.299806,0.750000,0.233445,0.000000,0.000000,0.972370,-19.720068,0.020937,38.300000,0.353722,-0.612275,0.353722,0.612275,4.167
23,0.758333,-19.560001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.762501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.538440,-7.236247,0.750000,0.233445,0.000000,0.000000,0.972370,-19.560068,0.021127,38.300000,0.352375,-0.613051,0.352375,0.613051,0.000
24,0.791667,-19.400001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.645834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.413699,-7.172689,0.750000,0.233445,0.000000,0.000000,0.972370,-19.400068,0.021259,38.300000,0.351476,-0.613567,0.351476,0.613567,4.167
25,0.825000,-19.240001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.529167,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.288958,-7.109130,0.750000,0.233445,0.000000,0.000000,0.972370,-19.240068,0.021334,38.300000,0.351008,-0.613835,0.351008,0.613835,4.167
26,0.858333,-19.080001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.412501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.164218,-7.045571,0.750000,0.233445,0.000000,0.000000,0.972370,-19.080068,0.021353,38.300000,0.350973,-0.613855,0.350973,0.613855,0.000
27,0.891667,-18.920001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.295834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,2.039477,-6.982013,0.750000,0.233445,0.000000,0.000000,0.972370,-18.920068,0.021313,38.300000,0.351393,-0.613615,0.351393,0.613615,4.167
28,0.925000,-18.760001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.179167,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.914736,-6.918454,0.750000,0.233445,0.000000,0.000000,0.972370,-18.760068,0.021216,38.300000,0.352244,-0.613126,0.352244,0.613126,4.167
29,0.958333,-18.600001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,16.062501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.789995,-6.854895,0.750000,0.233445,0.000000,0.000000,0.972370,-18.600068,0.021063,38.300000,0.353524,-0.612389,0.353524,0.612389,0.000
30,0.991667,-18.440001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.945834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.665254,-6.791337,0.750000,0.233445,0.000000,0.000000,0.972370,-18.440068,0.020852,38.300000,0.355248,-0.611391,0.355248,0.611391,4.167
31,1.025000,-18.280001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.829167,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.540513,-6.727778,0.750000,0.233445,0.000000,0.000000,0.972370,-18.280069,0.020585,38.300000,0.357388,-0.610143,0.357388,0.610143,4.167
32,1.058333,-18.120001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.712501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.415772,-6.664219,0.750000,0.233445,0.000000,0.000000,0.972370,-18.120069,0.020264,38.300000,0.359936,-0.608643,0.359936,0.608643,0.000
33,1.091666,-17.960001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.595834,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.291031,-6.600661,0.750000,0.233445,0.000000,0.000000,0.972370,-17.960070,0.019888,38.300000,0.362902,-0.606879,0.362902,0.606879,4.167
34,1.120833,-17.820001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.493751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.181883,-6.545047,0.750000,0.233445,0.000000,0.000000,0.972370,-17.820070,0.019515,38.300000,0.365808,-0.605132,0.365808,0.605132,0.000
35,1.154166,-17.660001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.377084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.057142,-6.481488,0.750000,0.233445,0.000000,0.000000,0.972370,-17.660071,0.019039,38.300000,0.369500,-0.602884,0.369500,0.602884,4.167
36,1.187500,-17.500001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.260417,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.932401,-6.417929,0.750000,0.233445,0.000000,0.000000,0.972370,-17.500072,0.018513,38.300000,0.373553,-0.600382,0.373553,0.600382,4.167
37,1.220833,-17.340001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.143751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.807660,-6.354371,0.750000,0.233445,0.000000,0.000000,0.972370,-17.340073,0.017938,38.300000,0.377950,-0.597623,0.377950,0.597623,0.000
38,1.254166,-17.180001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,15.027084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.682919,-6.290812,0.750000,0.233445,0.000000,0.000000,0.972370,-17.180075,0.017313,38.300000,0.382693,-0.594597,0.382693,0.594597,4.167
39,1.287500,-17.020001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.910417,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.558179,-6.227253,0.750000,0.233445,0.000000,0.000000,0.972370,-17.020076,0.016643,38.300000,0.387745,-0.591315,0.387745,0.591315,4.167
40,1.320833,-16.860001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.793751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.433438,-6.163695,0.750000,0.233445,0.000000,0.000000,0.972370,-16.860079,0.015798,38.300000,0.393073,-0.587787,0.393073,0.587787,0.000
41,1.354166,-16.700001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.677084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.308697,-6.100136,0.750000,0.233445,0.000000,0.000000,0.972370,-16.700081,0.015040,38.300000,0.398699,-0.583985,0.398699,0.583985,4.167
42,1.387500,-16.540001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.560418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.183956,-6.036577,0.750000,0.233445,0.000000,0.000000,0.972370,-16.540084,0.014243,38.300000,0.404574,-0.579931,0.404574,0.579931,4.167
43,1.420833,-16.380001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.443751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.059215,-5.973019,0.750000,0.233445,0.000000,0.000000,0.972370,-16.380086,0.013407,38.300000,0.410675,-0.575627,0.410675,0.575627,0.000
44,1.454166,-16.220001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.327084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.065526,-5.909460,0.750000,0.233445,0.000000,0.000000,0.972370,-16.220089,0.012535,38.300000,0.416990,-0.571068,0.416990,0.571068,4.167
45,1.487500,-16.060001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.210418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.190267,-5.845902,0.750000,0.233445,0.000000,0.000000,0.972370,-16.060092,0.011629,38.300000,0.423485,-0.566269,0.423485,0.566269,4.167
46,1.520833,-15.900001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,14.093751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.315008,-5.782343,0.750000,0.233445,0.000000,0.000000,0.972370,-15.900095,0.010693,38.300000,0.430135,-0.561234,0.430135,0.561234,0.000
47,1.550000,-15.760001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.991668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.424156,-5.726729,0.750000,0.233445,0.000000,0.000000,0.972370,-15.760098,0.009849,38.300000,0.436070,-0.556636,0.436070,0.556636,4.167
48,1.583333,-15.600001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.875001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.548897,-5.663170,0.750000,0.233445,0.000000,0.000000,0.972370,-15.600102,0.008861,38.300000,0.442951,-0.551175,0.442951,0.551175,0.000
49,1.616666,-15.440001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.758334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.673638,-5.599612,0.750000,0.233445,0.000000,0.000000,0.972370,-15.440105,0.007850,38.300000,0.449925,-0.545498,0.449925,0.545498,4.167
50,1.650000,-15.280001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.641668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.798379,-5.536053,0.750000,0.233445,0.000000,0.000000,0.972370,-15.280109,0.006817,38.300000,0.456958,-0.539620,0.456958,0.539620,4.167
51,1.683333,-15.120001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.525001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.923120,-5.472494,0.750000,0.233445,0.000000,0.000000,0.972370,-15.120115,0.005572,38.300000,0.464023,-0.533557,0.464023,0.533557,0.000
52,1.716666,-14.960001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.408334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.047860,-5.408936,0.750000,0.233445,0.000000,0.000000,0.972370,-14.960119,0.004506,38.300000,0.471110,-0.527310,0.471110,0.527310,4.167
53,1.750000,-14.800001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.291668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.172601,-5.345377,0.750000,0.233445,0.000000,0.000000,0.972370,-14.800123,0.003429,38.300000,0.478185,-0.520902,0.478185,0.520902,4.167
54,1.783333,-14.640001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.175001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.297342,-5.281818,0.750000,0.233445,0.000000,0.000000,0.972370,-14.640128,0.002342,38.300000,0.485227,-0.514349,0.485227,0.514349,0.000
55,1.816666,-14.480002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,13.058334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.422083,-5.218260,0.750000,0.233445,0.000000,0.000000,0.972370,-14.480132,0.001250,38.300000,0.492215,-0.507666,0.492215,0.507666,4.167
56,1.850000,-14.320002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.941668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.546824,-5.154701,0.750000,0.233445,0.000000,0.000000,0.972370,-14.320137,0.000154,38.300000,0.499125,-0.500874,0.499125,0.500874,4.167
57,1.883333,-14.160002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.825001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.671565,-5.091142,0.750000,0.233445,0.000000,0.000000,0.972370,-14.160141,-0.000942,38.300000,0.505938,-0.493990,0.505938,0.493990,0.000
58,1.916666,-14.000002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.708334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.796306,-5.027584,0.750000,0.233445,0.000000,0.000000,0.972370,-14.000145,-0.002036,38.300000,0.512635,-0.487038,0.512635,0.487038,4.167
59,1.945833,-13.860002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.606251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.905454,-4.971970,0.750000,0.233445,0.000000,0.000000,0.972370,-13.860149,-0.002988,38.300000,0.518385,-0.480913,0.518385,0.480913,0.000
60,1.979166,-13.700002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.489585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.030195,-4.908411,0.750000,0.233445,0.000000,0.000000,0.972370,-13.700153,-0.004068,38.300000,0.524813,-0.473889,0.524813,0.473889,4.167
61,2.012500,-13.540002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.372918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.154936,-4.844853,0.750000,0.233445,0.000000,0.000000,0.972370,-13.540158,-0.005136,38.300000,0.531077,-0.466859,0.531077,0.466859,4.167
62,2.045833,-13.380002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.256251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.279677,-4.781294,0.750000,0.233445,0.000000,0.000000,0.972370,-13.380162,-0.006191,38.300000,0.537162,-0.459845,0.537162,0.459845,0.000
63,2.079166,-13.220002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.139585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.404418,-4.717735,0.750000,0.233445,0.000000,0.000000,0.972370,-13.220166,-0.007227,38.300000,0.543049,-0.452877,0.543049,0.452877,4.167
64,2.112500,-13.060002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,12.022918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.529159,-4.654177,0.750000,0.233445,0.000000,0.000000,0.972370,-13.060169,-0.008244,38.300000,0.548732,-0.445974,0.548732,0.445974,4.167
65,2.145833,-12.900002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.906251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.653899,-4.590618,0.750000,0.233445,0.000000,0.000000,0.972370,-12.900173,-0.009239,38.300000,0.554200,-0.439160,0.554200,0.439160,0.000
66,2.179166,-12.740002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.789585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.778640,-4.527059,0.750000,0.233445,0.000000,0.000000,0.972370,-12.740177,-0.010207,38.300000,0.559438,-0.432469,0.559438,0.432469,4.167
67,2.212500,-12.580002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.672918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.903381,-4.463501,0.750000,0.233445,0.000000,0.000000,0.972370,-12.580180,-0.011148,38.300000,0.564443,-0.425915,0.564443,0.425915,4.167
68,2.245833,-12.420002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.556251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.028122,-4.399942,0.750000,0.233445,0.000000,0.000000,0.972370,-12.420183,-0.012058,38.300000,0.569210,-0.419523,0.569210,0.419523,0.000
69,2.279166,-12.260002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.439585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.152863,-4.336383,0.750000,0.233445,0.000000,0.000000,0.972370,-12.260186,-0.012934,38.300000,0.573724,-0.413329,0.573724,0.413329,4.167
70,2.312500,-12.100002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.322918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.277604,-4.272825,0.750000,0.233445,0.000000,0.000000,0.972370,-12.100188,-0.013774,38.300000,0.577988,-0.407345,0.577988,0.407345,4.167
71,2.345833,-11.940002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.206251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.402345,-4.209266,0.750000,0.233445,0.000000,0.000000,0.972370,-11.940191,-0.014577,38.300000,0.582000,-0.401592,0.582000,0.401592,0.000
72,2.375000,-11.800002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,11.104168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.511493,-4.153652,0.750000,0.233445,0.000000,0.000000,0.972370,-11.800193,-0.015246,38.300000,0.585292,-0.396778,0.585292,0.396778,4.167
73,2.408333,-11.640002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.987501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.636234,-4.090094,0.750000,0.233445,0.000000,0.000000,0.972370,-11.640195,-0.016112,38.300000,0.588827,-0.391513,0.588827,0.391513,0.000
74,2.441666,-11.480002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.870835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.760975,-4.026535,0.750000,0.233445,0.000000,0.000000,0.972370,-11.480197,-0.016793,38.300000,0.592084,-0.386571,0.592084,0.386571,4.167
75,2.475000,-11.320002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.754168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.885716,-3.962976,0.750000,0.233445,0.000000,0.000000,0.972370,-11.320199,-0.017429,38.300000,0.595081,-0.381941,0.595081,0.381941,4.167
76,2.508333,-11.160002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.637501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.010457,-3.899418,0.750000,0.233445,0.000000,0.000000,0.972370,-11.160200,-0.018132,38.300000,0.597829,-0.377624,0.597829,0.377624,0.000
77,2.541666,-11.000002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.520835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.135198,-3.835859,0.750000,0.233445,0.000000,0.000000,0.972370,-11.000202,-0.018802,38.300000,0.600312,-0.373665,0.600312,0.373665,4.167
78,2.575000,-10.840002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.404168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.259938,-3.772300,0.750000,0.233445,0.000000,0.000000,0.972370,-10.840203,-0.019358,38.300000,0.602529,-0.370080,0.602529,0.370080,4.167
79,2.608333,-10.680002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.287502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.384679,-3.708742,0.750000,0.233445,0.000000,0.000000,0.972370,-10.680204,-0.019795,38.300000,0.604480,-0.366884,0.604480,0.366884,0.000
80,2.641666,-10.520002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.170835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.509420,-3.645183,0.750000,0.233445,0.000000,0.000000,0.972370,-10.520205,-0.020177,38.300000,0.606164,-0.364095,0.606164,0.364095,4.167
81,2.675000,-10.360002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,10.054168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.634161,-3.581624,0.750000,0.233445,0.000000,0.000000,0.972370,-10.360205,-0.020505,38.300000,0.607592,-0.361707,0.607592,0.361707,4.167
82,2.708333,-10.200002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,9.937502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.758902,-3.518066,0.750000,0.233445,0.000000,0.000000,0.972370,-10.200205,-0.020780,38.300000,0.608766,-0.359728,0.608766,0.359728,0.000
83,2.741666,-10.040002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,9.820835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.883643,-3.454507,0.750000,0.233445,0.000000,0.000000,0.972370,-10.040206,-0.020996,38.300000,0.609674,-0.358186,0.609674,0.358186,4.167
84,2.770833,-9.900002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,9.718752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.992791,-3.398893,0.750000,0.233445,0.000000,0.000000,0.972370,-9.900206,-0.021141,38.300000,0.610266,-0.357177,0.610266,0.357177,0.000
85,2.804166,-9.740002,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,9.602085,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.117532,-3.335334,0.750000,0.233445,0.000000,0.000000,0.972370,-9.740206,-0.021251,38.300000,0.610694,-0.356445,0.610694,0.356445,4.167
