kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
0,0.000000,-23.200000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,19.416667,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-12.379661,1.496484,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
1,0.033333,-23.040000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,19.300000,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-10.527681,-0.053664,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
2,0.066667,-22.880000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,19.183333,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-8.936349,-2.048096,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
3,0.100000,-22.720000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,19.066667,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-7.624630,-4.296385,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
4,0.133333,-22.560000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.950000,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-6.615988,-6.616156,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
5,0.166667,-22.400000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.833334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.943904,-8.803096,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
6,0.200000,-22.240000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.716667,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.604146,-10.676137,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
7,0.233333,-22.080000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.600000,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.600378,-12.083344,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
8,0.266667,-21.920000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.483334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.945014,-12.876927,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
9,0.295833,-21.780000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.381250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-6.505910,-13.046933,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
10,0.329167,-21.620000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.264584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-7.449156,-12.583596,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
11,0.362500,-21.460000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.147917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-8.675858,-11.492766,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
12,0.395833,-21.300000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,18.031250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-10.157766,-9.862926,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
13,0.429167,-21.140000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.914584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-11.870015,-7.814729,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
14,0.462500,-20.980000,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.797917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-13.761929,-5.542041,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
15,0.495833,-20.820001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.681250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-15.791707,-3.229214,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
16,0.529167,-20.660001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.564584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-17.916583,-1.081410,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
17,0.562500,-20.500001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.447917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-20.083135,0.725092,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
18,0.595833,-20.340001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.331250,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-22.243968,2.043755,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
19,0.629167,-20.180001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.214584,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-24.346555,2.733682,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
20,0.662500,-20.020001,-2.200000,0.750000,1.000000,0.000000,0.000000,0.000000,17.097917,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.344897,2.764010,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
