kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
149,4.916666,2.888192,2.288302,0.750000,0.999827,0.000000,0.000000,-0.018585,11.770859,-9.031407,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
150,4.949999,3.024675,2.282066,0.750000,0.999596,0.000000,0.000000,-0.028437,11.663726,-9.324261,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
151,4.983333,3.152562,2.273743,0.750000,0.999271,0.000000,0.000000,-0.038164,11.462102,-9.423388,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
152,5.016666,3.271507,2.263619,0.750000,0.998861,0.000000,0.000000,-0.047720,11.164864,-9.315941,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
153,5.049999,3.382017,2.252136,0.750000,0.998370,0.000000,0.000000,-0.057073,10.780417,-9.015062,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
154,5.083333,3.484216,2.239625,0.750000,0.997807,0.000000,0.000000,-0.066187,10.313349,-8.530875,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
155,5.116666,3.577880,2.226389,0.750000,0.997182,0.000000,0.000000,-0.075015,9.765575,-7.872705,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
156,5.149999,3.663592,2.212775,0.750000,0.996505,0.000000,0.000000,-0.083532,9.147051,-7.071772,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
157,5.183333,3.741566,2.199062,0.750000,0.995786,0.000000,0.000000,-0.091708,8.464336,-6.155018,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
158,5.216666,3.811696,2.185526,0.750000,0.995038,0.000000,0.000000,-0.099493,7.722232,-5.151044,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
159,5.245832,3.867250,2.174001,0.750000,0.994368,0.000000,0.000000,-0.105982,7.033385,-4.232532,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
160,5.279166,3.923885,2.161416,0.750000,0.993598,0.000000,0.000000,-0.112974,6.205449,-3.168195,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
161,5.312499,3.973872,2.149603,0.750000,0.992833,0.000000,0.000000,-0.119512,5.344727,-2.125386,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
162,5.345832,4.017529,2.138704,0.750000,0.992085,0.000000,0.000000,-0.125570,4.459821,-1.139186,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
163,5.379166,4.054917,2.128887,0.750000,0.991369,0.000000,0.000000,-0.131103,3.559314,-0.248932,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
164,5.412499,4.086683,2.120189,0.750000,0.990693,0.000000,0.000000,-0.136113,2.653347,0.518113,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
165,5.445832,4.113182,2.112661,0.750000,0.990069,0.000000,0.000000,-0.140582,1.750900,1.136144,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
166,5.479166,4.134562,2.106383,0.750000,0.989510,0.000000,0.000000,-0.144467,0.862040,1.575141,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
167,5.512499,4.151447,2.101293,0.750000,0.989020,0.000000,0.000000,-0.147781,-0.004522,1.827607,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
168,5.545832,4.164214,2.097360,0.750000,0.988608,0.000000,0.000000,-0.150511,-0.840137,1.885049,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
169,5.579166,4.173089,2.094575,0.750000,0.988285,0.000000,0.000000,-0.152619,-1.634057,1.736109,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
170,5.612499,4.178656,2.092806,0.750000,0.988051,0.000000,0.000000,-0.154126,-2.379692,1.395392,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
171,5.645832,4.181305,2.091957,0.750000,0.987910,0.000000,0.000000,-0.155027,-3.069411,0.874362,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
172,5.674999,4.181451,2.091910,0.750000,0.987869,0.000000,0.000000,-0.155289,-3.618370,0.278085,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
173,5.708332,4.179666,2.092485,0.750000,0.987910,0.000000,0.000000,-0.155027,-4.181665,-0.532013,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
174,5.741666,4.176072,2.093639,0.750000,0.988051,0.000000,0.000000,-0.154126,-4.665543,-1.460229,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
175,5.774999,4.171176,2.095197,0.750000,0.988285,0.000000,0.000000,-0.152619,-5.067883,-2.468283,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
176,5.808332,4.165384,2.097018,0.750000,0.988608,0.000000,0.000000,-0.150511,-5.383946,-3.522263,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
177,5.841666,4.159106,2.098959,0.750000,0.989020,0.000000,0.000000,-0.147781,-5.605195,-4.585165,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
178,5.874999,4.152797,2.100868,0.750000,0.989510,0.000000,0.000000,-0.144467,-5.732543,-5.618859,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
179,5.908332,4.146871,2.102616,0.750000,0.990069,0.000000,0.000000,-0.140582,-5.763568,-6.588572,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
180,5.941666,4.141806,2.104063,0.750000,0.990693,0.000000,0.000000,-0.136113,-5.691912,-7.455231,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
181,5.974999,4.138005,2.105112,0.750000,0.991369,0.000000,0.000000,-0.131103,-5.521449,-8.192731,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
182,6.008332,4.135884,2.105674,0.750000,0.992085,0.000000,0.000000,-0.125570,-5.252267,-8.776261,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
183,6.041666,4.135988,2.105651,0.750000,0.992833,0.000000,0.000000,-0.119512,-4.880690,-9.176849,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
184,6.070832,4.138119,2.105144,0.750000,0.993501,0.000000,0.000000,-0.113825,-4.478406,-9.375997,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
185,6.104166,4.143463,2.103943,0.750000,0.994272,0.000000,0.000000,-0.106875,-3.926433,-9.410485,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
186,6.137499,4.152173,2.102114,0.750000,0.995038,0.000000,0.000000,-0.099494,-3.284339,-9.248156,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
187,6.170832,4.164655,2.099684,0.750000,0.995786,0.000000,0.000000,-0.091709,-2.556185,-8.894472,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
188,6.204166,4.181528,2.096686,0.750000,0.996505,0.000000,0.000000,-0.083533,-1.743173,-8.353529,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
189,6.237499,4.203003,2.093234,0.750000,0.997182,0.000000,0.000000,-0.075015,-0.854962,-7.652982,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
190,6.270832,4.229457,2.089441,0.750000,0.997807,0.000000,0.000000,-0.066188,0.102312,-6.816400,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
191,6.304166,4.261525,2.085446,0.750000,0.998370,0.000000,0.000000,-0.057073,1.124506,-5.868445,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
192,6.337499,4.299319,2.081437,0.750000,0.998861,0.000000,0.000000,-0.047720,2.201005,-4.847791,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
193,6.370832,4.343164,2.077605,0.750000,0.999271,0.000000,0.000000,-0.038165,3.324086,-3.788776,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
194,6.404166,4.393689,2.074200,0.750000,0.999596,0.000000,0.000000,-0.028438,4.486992,-2.728949,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
195,6.437499,4.450887,2.071453,0.750000,0.999827,0.000000,0.000000,-0.018585,5.678997,-1.705963,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
196,6.470832,4.515018,2.069620,0.750000,0.999963,0.000000,0.000000,-0.008646,6.891404,-0.754233,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
197,6.499999,4.577322,2.069042,0.750000,1.000000,0.000000,0.000000,0.000093,7.962102,-0.011068,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
198,6.533332,4.655299,2.069730,0.750000,0.999949,0.000000,0.000000,0.010090,9.188075,0.716833,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
199,6.566666,4.741190,2.072257,0.750000,0.999799,0.000000,0.000000,0.020058,10.407341,1.281013,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
200,6.599999,4.834797,2.076847,0.750000,0.999551,0.000000,0.000000,0.029958,11.610786,1.668840,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
201,6.633332,4.936241,2.083794,0.750000,0.999210,0.000000,0.000000,0.039752,12.789615,1.867267,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
202,6.666666,5.046002,2.093528,0.750000,0.998779,0.000000,0.000000,0.049393,13.933168,1.859960,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
203,6.699999,5.163771,2.106215,0.750000,0.998267,0.000000,0.000000,0.058850,15.034299,1.656471,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
204,6.733332,5.289590,2.122120,0.750000,0.997679,0.000000,0.000000,0.068087,16.085078,1.263644,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
205,6.766666,5.423855,2.141670,0.750000,0.997027,0.000000,0.000000,0.077054,17.074811,0.687126,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
206,6.799999,5.566172,2.164938,0.750000,0.996319,0.000000,0.000000,0.085729,17.998891,-0.044324,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
207,6.833332,5.716508,2.192123,0.750000,0.995565,0.000000,0.000000,0.094078,18.850879,-0.906101,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
208,6.866666,5.875186,2.223604,0.750000,0.994779,0.000000,0.000000,0.102052,19.620902,-1.872334,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
209,6.895832,6.020369,2.254556,0.750000,0.994073,0.000000,0.000000,0.108717,20.227664,-2.772083,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
210,6.929166,6.193991,2.294219,0.750000,0.993258,0.000000,0.000000,0.115926,20.834481,-3.833171,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
211,6.962499,6.375313,2.338302,0.750000,0.992445,0.000000,0.000000,0.122692,21.349671,-4.891274,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
212,6.995832,6.564221,2.386841,0.750000,0.991646,0.000000,0.000000,0.128992,21.770239,-5.910795,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
213,7.029166,6.760940,2.440044,0.750000,0.990876,0.000000,0.000000,0.134777,22.089262,-6.852014,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
214,7.062499,6.964973,2.497650,0.750000,0.990144,0.000000,0.000000,0.140051,22.309933,-7.685061,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
215,7.095832,7.176181,2.559575,0.750000,0.989462,0.000000,0.000000,0.144792,22.431740,-8.381910,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
216,7.129166,7.394744,2.625883,0.750000,0.988843,0.000000,0.000000,0.148959,22.450340,-8.910218,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
217,7.162499,7.620168,2.696195,0.750000,0.988294,0.000000,0.000000,0.152561,22.371674,-9.258844,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
218,7.195832,7.852298,2.770304,0.750000,0.987822,0.000000,0.000000,0.155586,22.197753,-9.416061,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
219,7.229166,8.091279,2.848116,0.750000,0.987440,0.000000,0.000000,0.157995,21.927159,-9.366972,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
220,7.262499,8.336625,2.929160,0.750000,0.987148,0.000000,0.000000,0.159806,21.568110,-9.122635,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
221,7.295832,8.588172,3.013117,0.750000,0.986952,0.000000,0.000000,0.161014,21.124978,-8.691271,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
222,7.324999,8.813474,3.088784,0.750000,0.986865,0.000000,0.000000,0.161547,20.669107,-8.165011,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
223,7.358332,9.076333,3.177256,0.750000,0.986857,0.000000,0.000000,0.161595,20.080824,-7.423492,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
224,7.391665,9.345127,3.267580,0.750000,0.986954,0.000000,0.000000,0.161005,19.422383,-6.548430,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
225,7.424999,9.619379,3.359213,0.750000,0.987148,0.000000,0.000000,0.159806,18.704246,-5.576915,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
226,7.458332,9.898888,3.451700,0.750000,0.987438,0.000000,0.000000,0.158004,17.933813,-4.541629,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
227,7.491665,10.183662,3.544560,0.750000,0.987824,0.000000,0.000000,0.155577,17.117264,-3.478040,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
228,7.524999,10.473221,3.637264,0.750000,0.988294,0.000000,0.000000,0.152561,16.265379,-2.425173,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
229,7.558332,10.767316,3.729317,0.750000,0.988842,0.000000,0.000000,0.148968,15.386683,-1.418451,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
230,7.591665,11.065873,3.820139,0.750000,0.989463,0.000000,0.000000,0.144784,14.489578,-0.497476,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
231,7.624999,11.368388,3.909257,0.750000,0.990144,0.000000,0.000000,0.140051,13.584301,0.308938,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
232,7.658332,11.674559,3.996181,0.750000,0.990875,0.000000,0.000000,0.134786,12.679828,0.973660,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
233,7.691665,11.984197,4.080268,0.750000,0.991647,0.000000,0.000000,0.128984,11.786114,1.465280,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
234,7.720832,12.257514,4.151295,0.750000,0.992343,0.000000,0.000000,0.123513,11.019463,1.749198,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
235,7.754165,12.572437,4.228898,0.750000,0.993156,0.000000,0.000000,0.116797,10.170659,1.883656,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
236,7.787499,12.889560,4.302445,0.750000,0.993972,0.000000,0.000000,0.109637,9.358225,1.821015,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
237,7.820832,13.208467,4.371537,0.750000,0.994778,0.000000,0.000000,0.102058,8.590355,1.563385,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
238,7.854165,13.528762,4.435553,0.750000,0.995565,0.000000,0.000000,0.094073,7.877812,1.111118,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
239,7.887499,13.849899,4.494373,0.750000,0.996318,0.000000,0.000000,0.085729,7.225845,0.489056,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
240,7.920832,14.171403,4.547706,0.750000,0.997027,0.000000,0.000000,0.077059,6.641295,-0.281873,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
241,7.954165,14.492751,4.595015,0.750000,0.997680,0.000000,0.000000,0.068084,6.134305,-1.180054,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
242,7.987499,14.813416,4.636361,0.750000,0.998267,0.000000,0.000000,0.058851,5.707285,-2.167862,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
243,8.020832,15.132885,4.671590,0.750000,0.998779,0.000000,0.000000,0.049397,5.365182,-3.212065,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
244,8.054165,15.450526,4.700296,0.750000,0.999210,0.000000,0.000000,0.039750,5.116711,-4.276516,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
245,8.087499,15.765869,4.722721,0.750000,0.999551,0.000000,0.000000,0.029959,4.961255,-5.322522,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
246,8.120832,16.078392,4.738865,0.750000,0.999799,0.000000,0.000000,0.020060,4.901473,-6.314893,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
247,8.149999,16.348962,4.747612,0.750000,0.999936,0.000000,0.000000,0.011339,4.933375,-7.107639,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
248,8.183332,16.654650,4.751976,0.750000,0.999999,0.000000,0.000000,0.001344,5.060408,-7.905403,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
249,8.216665,16.955788,4.750067,0.750000,0.999963,0.000000,0.000000,-0.008644,5.291001,-8.552026,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
250,8.249999,17.252077,4.742374,0.750000,0.999827,0.000000,0.000000,-0.018585,5.619827,-9.031383,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
251,8.283332,17.543057,4.729134,0.750000,0.999596,0.000000,0.000000,-0.028439,6.045463,-9.327349,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
252,8.316665,17.827992,4.710391,0.750000,0.999272,0.000000,0.000000,-0.038162,6.570036,-9.420248,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
253,8.349999,18.106725,4.686727,0.750000,0.998861,0.000000,0.000000,-0.047720,7.185815,-9.315954,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
254,8.383332,18.378874,4.658493,0.750000,0.998370,0.000000,0.000000,-0.057076,7.888958,-9.017975,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
255,8.416665,18.643741,4.625888,0.750000,0.997808,0.000000,0.000000,-0.066183,8.678560,-8.528226,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
256,8.449999,18.901323,4.589536,0.750000,0.997182,0.000000,0.000000,-0.075014,9.545097,-7.872751,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
257,8.483332,19.151337,4.549858,0.750000,0.996505,0.000000,0.000000,-0.083537,10.482616,-7.073601,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
258,8.516665,19.393149,4.507176,0.750000,0.995786,0.000000,0.000000,-0.091702,11.487247,-6.153686,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
259,8.545832,19.598273,4.467878,0.750000,0.995132,0.000000,0.000000,-0.098548,12.412118,-5.280685,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
260,8.579165,19.824593,4.421009,0.750000,0.994369,0.000000,0.000000,-0.105975,13.517958,-4.232266,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
261,8.612499,20.042546,4.372609,0.750000,0.993598,0.000000,0.000000,-0.112974,14.665215,-3.168261,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
262,8.645832,20.252016,4.323115,0.750000,0.992832,0.000000,0.000000,-0.119519,15.845572,-2.124467,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
263,8.679165,20.452509,4.272952,0.750000,0.992086,0.000000,0.000000,-0.125562,17.051097,-1.140638,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
264,8.712499,20.644378,4.222586,0.750000,0.991369,0.000000,0.000000,-0.131103,18.271348,-0.248984,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
265,8.745832,20.827597,4.172414,0.750000,0.990692,0.000000,0.000000,-0.136121,19.497393,0.520498,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
266,8.779165,21.001758,4.122858,0.750000,0.990070,0.000000,0.000000,-0.140573,20.719575,1.133427,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
267,8.812499,21.167301,4.074255,0.750000,0.989510,0.000000,0.000000,-0.144467,21.928623,1.575119,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
268,8.845832,21.324274,4.026924,0.750000,0.989019,0.000000,0.000000,-0.147790,23.115697,1.830715,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
269,8.879165,21.472345,3.981246,0.750000,0.988610,0.000000,0.000000,-0.150501,24.270186,1.881912,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
270,8.912499,21.612011,3.937414,0.750000,0.988285,0.000000,0.000000,-0.152619,25.384723,1.736124,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
271,8.945832,21.743376,3.895650,0.750000,0.988050,0.000000,0.000000,-0.154136,26.451265,1.398256,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
272,8.974999,21.851259,3.861055,0.750000,0.987924,0.000000,0.000000,-0.154940,27.336364,0.946684,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
273,9.008332,21.967159,3.823731,0.750000,0.987868,0.000000,0.000000,-0.155298,28.290158,0.280326,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
274,9.041665,22.074775,3.789055,0.750000,0.987912,0.000000,0.000000,-0.155017,29.171145,-0.533815,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
275,9.074999,22.174646,3.756995,0.750000,0.988051,0.000000,0.000000,-0.154126,29.976218,-1.460168,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
276,9.108332,22.267298,3.727482,0.750000,0.988279,0.000000,0.000000,-0.152658,30.703914,-2.464343,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
277,9.141665,22.351845,3.700892,0.750000,0.988605,0.000000,0.000000,-0.150530,31.337168,-3.519180,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
278,9.174999,22.429198,3.676967,0.750000,0.989016,0.000000,0.000000,-0.147810,31.879850,-4.581872,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
279,9.208332,22.499555,3.655660,0.750000,0.989504,0.000000,0.000000,-0.144505,32.328736,-5.616668,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
280,9.241665,22.562816,3.637013,0.750000,0.990066,0.000000,0.000000,-0.140602,32.676674,-6.583785,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
281,9.274999,22.619536,3.620800,0.750000,0.990689,0.000000,0.000000,-0.136142,32.926575,-7.451953,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
282,9.308332,22.669949,3.606897,0.750000,0.991364,0.000000,0.000000,-0.131140,33.077682,-8.191967,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
283,9.341665,22.714027,3.595255,0.750000,0.992082,0.000000,0.000000,-0.125591,33.125380,-8.770257,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
284,9.370832,22.747944,3.586676,0.750000,0.992734,0.000000,0.000000,-0.120332,33.088515,-9.136424,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
285,9.404165,22.781262,3.578677,0.750000,0.993498,0.000000,0.000000,-0.113847,32.951587,-9.369658,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
286,9.437498,22.809354,3.572322,0.750000,0.994269,0.000000,0.000000,-0.106904,32.721109,-9.407262,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
287,9.470832,22.832521,3.567424,0.750000,0.995035,0.000000,0.000000,-0.099529,32.400374,-9.247972,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
288,9.504165,22.850880,3.563841,0.750000,0.995784,0.000000,0.000000,-0.091732,31.989569,-8.888396,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
289,9.537498,22.865001,3.561312,0.750000,0.996503,0.000000,0.000000,-0.083562,31.497856,-8.350341,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
290,9.570832,22.875232,3.559653,0.750000,0.997180,0.000000,0.000000,-0.075049,30.930729,-7.651908,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
291,9.604165,22.881789,3.558707,0.750000,0.997806,0.000000,0.000000,-0.066213,30.291376,-6.811474,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
292,9.637498,22.885237,3.558269,0.750000,0.998368,0.000000,0.000000,-0.057102,29.590183,-5.865280,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
293,9.670832,22.885967,3.558186,0.750000,0.998859,0.000000,0.000000,-0.047753,28.834407,-4.845157,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
294,9.704165,22.884294,3.558327,0.750000,0.999270,0.000000,0.000000,-0.038192,28.029984,-3.785529,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
295,9.737498,22.880763,3.558564,0.750000,0.999595,0.000000,0.000000,-0.028467,27.187700,-2.725788,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
296,9.770832,22.875796,3.558803,0.750000,0.999827,0.000000,0.000000,-0.018616,26.315999,-1.701585,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
297,9.799998,22.870584,3.558955,0.750000,0.999951,0.000000,0.000000,-0.009920,25.535485,-0.866294,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
298,9.833332,22.864101,3.559029,0.750000,1.000000,0.000000,0.000000,0.000064,24.632619,-0.005750,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
299,9.866665,22.857483,3.558968,0.750000,0.999949,0.000000,0.000000,0.010059,23.726701,0.717576,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
