kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,celdirici_x,celdirici_y,celdirici_z,celdirici_qw,celdirici_qx,celdirici_qy,celdirici_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
40,1.320833,-14.738764,-0.189785,0.750000,0.998272,0.000000,0.000000,0.058764,14.793751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.255518,-2.156423,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
41,1.354166,-14.695790,-0.185068,0.750000,0.998784,0.000000,0.000000,0.049303,14.677084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.594847,-3.201824,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
42,1.387500,-14.658677,-0.181697,0.750000,0.999213,0.000000,0.000000,0.039659,14.560418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.844728,-4.265894,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
43,1.420833,-14.627139,-0.179440,0.750000,0.999554,0.000000,0.000000,0.029869,14.443751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-27.001707,-5.312836,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
44,1.454166,-14.601101,-0.178106,0.750000,0.999801,0.000000,0.000000,0.019968,14.327084,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-27.058415,-6.302924,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
45,1.487500,-14.579967,-0.177434,0.750000,0.999950,0.000000,0.000000,0.010000,14.210418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-27.017474,-7.203586,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
46,1.520833,-14.563389,-0.177233,0.750000,1.000000,0.000000,0.000000,0.000003,14.093751,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.877882,-7.984520,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
47,1.550000,-14.552496,-0.177313,0.750000,0.999962,0.000000,0.000000,-0.008735,13.991668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.670428,-8.541410,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
48,1.583333,-14.543545,-0.177537,0.750000,0.999826,0.000000,0.000000,-0.018677,13.875001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-26.343134,-9.023722,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
49,1.616666,-14.538175,-0.177779,0.750000,0.999593,0.000000,0.000000,-0.028528,13.758334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-25.914457,-9.313666,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
50,1.650000,-14.535796,-0.177929,0.750000,0.999268,0.000000,0.000000,-0.038253,13.641668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-25.391387,-9.409641,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
51,1.683333,-14.535992,-0.177908,0.750000,0.998856,0.000000,0.000000,-0.047814,13.525001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-24.776985,-9.308417,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
52,1.716666,-14.538418,-0.177650,0.750000,0.998365,0.000000,0.000000,-0.057163,13.408334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-24.071140,-9.004431,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
53,1.750000,-14.542522,-0.177142,0.750000,0.997801,0.000000,0.000000,-0.066274,13.291668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-23.282858,-8.517627,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
54,1.783333,-14.547872,-0.176385,0.750000,0.997175,0.000000,0.000000,-0.075110,13.175001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-22.417432,-7.864384,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
55,1.816666,-14.554050,-0.175399,0.750000,0.996497,0.000000,0.000000,-0.083623,13.058334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-21.477768,-7.061111,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
56,1.850000,-14.560562,-0.174249,0.750000,0.995778,0.000000,0.000000,-0.091793,12.941668,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-20.474166,-6.143092,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
57,1.883333,-14.566981,-0.173012,0.750000,0.995029,0.000000,0.000000,-0.099590,12.825001,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-19.413737,-5.141213,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
58,1.916666,-14.572832,-0.171788,0.750000,0.994263,0.000000,0.000000,-0.106965,12.708334,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-18.302167,-4.088747,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
59,1.945833,-14.577182,-0.170819,0.750000,0.993587,0.000000,0.000000,-0.113072,12.606251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-17.296702,-3.157263,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
60,1.979166,-14.580806,-0.169963,0.750000,0.992822,0.000000,0.000000,-0.119602,12.489585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-16.115439,-2.114715,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
61,2.012500,-14.582653,-0.169504,0.750000,0.992074,0.000000,0.000000,-0.125652,12.372918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-14.910313,-1.130044,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
62,2.045833,-14.582326,-0.169593,0.750000,0.991356,0.000000,0.000000,-0.131201,12.256251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-13.690132,-0.236377,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
63,2.079166,-14.579292,-0.170429,0.750000,0.990681,0.000000,0.000000,-0.136202,12.139585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-12.464057,0.528763,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
64,2.112500,-14.573274,-0.172145,0.750000,0.990058,0.000000,0.000000,-0.140663,12.022918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-11.241835,1.144026,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
65,2.145833,-14.563901,-0.174902,0.750000,0.989495,0.000000,0.000000,-0.144566,11.906251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-10.032418,1.588712,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
66,2.179166,-14.550614,-0.178917,0.750000,0.989007,0.000000,0.000000,-0.147870,11.789585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-8.846190,1.838223,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
67,2.212500,-14.533219,-0.184289,0.750000,0.988596,0.000000,0.000000,-0.150591,11.672918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-7.691226,1.892520,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
68,2.245833,-14.511372,-0.191151,0.750000,0.988270,0.000000,0.000000,-0.152718,11.556251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-6.575909,1.749774,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
69,2.279166,-14.484489,-0.199708,0.750000,0.988037,0.000000,0.000000,-0.154216,11.439585,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.511024,1.405972,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
70,2.312500,-14.452455,-0.209991,0.750000,0.987898,0.000000,0.000000,-0.155107,11.322918,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.502329,0.882397,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
71,2.345833,-14.414950,-0.222081,0.750000,0.987854,0.000000,0.000000,-0.155388,11.206251,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.556977,0.196663,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
72,2.375000,-14.377139,-0.234271,0.750000,0.987898,0.000000,0.000000,-0.155107,11.104168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.790273,-0.523195,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
73,2.408333,-14.328336,-0.249947,0.750000,0.988036,0.000000,0.000000,-0.154226,10.987501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.983897,-1.448334,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
74,2.441666,-14.272851,-0.267620,0.750000,0.988271,0.000000,0.000000,-0.152709,10.870835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.262843,-2.457741,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
75,2.475000,-14.210687,-0.287177,0.750000,0.988596,0.000000,0.000000,-0.150591,10.754168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.628228,-3.511784,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
76,2.508333,-14.141570,-0.308563,0.750000,0.989005,0.000000,0.000000,-0.147880,10.637501,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.084051,-4.575005,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
77,2.541666,-14.064878,-0.331770,0.750000,0.989496,0.000000,0.000000,-0.144557,10.520835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.361809,-5.608315,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
78,2.575000,-13.980691,-0.356590,0.750000,0.990058,0.000000,0.000000,-0.140663,10.404168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.711272,-6.576391,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
79,2.608333,-13.888774,-0.382871,0.750000,0.990680,0.000000,0.000000,-0.136211,10.287502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.962741,-7.446666,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
80,2.641666,-13.788517,-0.410478,0.750000,0.991357,0.000000,0.000000,-0.131193,10.170835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.110706,-8.182165,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
81,2.675000,-13.680087,-0.439119,0.750000,0.992074,0.000000,0.000000,-0.125652,10.054168,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.159972,-8.762870,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
82,2.708333,-13.563302,-0.468546,0.750000,0.992821,0.000000,0.000000,-0.119609,9.937502,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,1.111470,-9.169244,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
83,2.741666,-13.437589,-0.498487,0.750000,0.993588,0.000000,0.000000,-0.113065,9.820835,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.962496,-9.377938,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
84,2.770833,-13.320635,-0.524836,0.750000,0.994262,0.000000,0.000000,-0.106972,9.718752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.757120,-9.403013,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
85,2.804166,-13.178328,-0.554812,0.750000,0.995029,0.000000,0.000000,-0.099584,9.602085,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.433583,-9.237533,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
86,2.837500,-13.027175,-0.584291,0.750000,0.995778,0.000000,0.000000,-0.091793,9.485418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,0.024151,-8.881022,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
87,2.870833,-12.867125,-0.612904,0.750000,0.996497,0.000000,0.000000,-0.083628,9.368752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-0.466379,-8.345474,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
88,2.904166,-12.697731,-0.640183,0.750000,0.997176,0.000000,0.000000,-0.075105,9.252085,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.035800,-7.642327,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
89,2.937500,-12.519434,-0.665774,0.750000,0.997801,0.000000,0.000000,-0.066274,9.135418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-1.674047,-6.804106,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
90,2.970833,-12.332283,-0.689273,0.750000,0.998365,0.000000,0.000000,-0.057167,9.018752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-2.374391,-5.859012,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
91,3.004166,-12.135951,-0.710135,0.750000,0.998856,0.000000,0.000000,-0.047811,8.902085,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.131772,-4.837119,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
92,3.037500,-11.930981,-0.728059,0.750000,0.999268,0.000000,0.000000,-0.038253,8.785418,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-3.935441,-3.778164,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
93,3.070833,-11.717532,-0.742653,0.750000,0.999593,0.000000,0.000000,-0.028530,8.668752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-4.777279,-2.717773,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
94,3.104166,-11.495411,-0.753341,0.750000,0.999826,0.000000,0.000000,-0.018676,8.552085,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-5.649767,-1.695294,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
95,3.137499,-11.265252,-0.759921,0.750000,0.999962,0.000000,0.000000,-0.008735,8.435419,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-6.542332,-0.745304,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
96,3.170833,-11.027314,-0.762059,0.750000,0.999999,0.000000,0.000000,0.001252,8.318752,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-7.446105,0.100236,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
97,3.199999,-10.812659,-0.759823,0.750000,0.999950,0.000000,0.000000,0.009999,8.216669,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-8.238726,0.724947,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
98,3.233333,-10.560754,-0.752648,0.750000,0.999801,0.000000,0.000000,0.019969,8.100002,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-9.138343,1.294420,45.000000,0.500000,-0.500000,0.500000,0.500000,0.000
99,3.266666,-10.301693,-0.739948,0.750000,0.999554,0.000000,0.000000,0.029868,7.983335,2.200000,0.750000,0.000000,0.000000,0.000000,1.000000,-10.021556,1.679465,45.000000,0.500000,-0.500000,0.500000,0.500000,4.167
