kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
100,3.299999,-85.560004,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-85.560004,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
101,3.333333,-85.300004,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-85.300004,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
102,3.366666,-85.040004,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-85.040004,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
103,3.399999,-84.780004,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-84.780004,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
104,3.433333,-84.520004,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-84.520004,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
105,3.466666,-84.260005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-84.260005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
106,3.499999,-84.000005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-84.000005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
107,3.533333,-83.740005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-83.740005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
108,3.566666,-83.480005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-83.480005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
109,3.595833,-83.252505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-83.252505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
110,3.629166,-82.992505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-82.992505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
111,3.662499,-82.732505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-82.732505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
112,3.695833,-82.472505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-82.472505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
113,3.729166,-82.212505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-82.212505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
114,3.762499,-81.952505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-81.952505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
115,3.795833,-81.692505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-81.692505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
116,3.829166,-81.432505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-81.432505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
117,3.862499,-81.172505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-81.172505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
118,3.895833,-80.912505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-80.912505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
119,3.929166,-80.652505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-80.652505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
120,3.962499,-80.392505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-80.392505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
121,3.995833,-80.132505,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-80.132505,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
122,4.024999,-79.905005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-79.905005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
123,4.058333,-79.645005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-79.645005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
124,4.091666,-79.385005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-79.385005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
125,4.124999,-79.125005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-79.125005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,4.167
126,4.158333,-78.865005,137.600000,0.783950,1.000000,0.000000,0.000000,0.000000,-78.865005,137.600000,80.000000,0.500000,-0.500000,0.500000,0.500000,0.000
