kare,t,hedef_x,hedef_y,hedef_z,hedef_qw,hedef_qx,hedef_qy,hedef_qz,kam_x,kam_y,kam_z,kam_qw,kam_qx,kam_qy,kam_qz,senkron_bosluk_ms
125,4.124999,217.916660,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,217.916660,155.000000,66.093747,0.500000,-0.500000,0.500000,0.500000,4.167
126,4.158333,218.249993,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,218.249993,155.000000,66.218747,0.500000,-0.500000,0.500000,0.500000,0.000
127,4.191666,218.583326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,218.583326,155.000000,66.343747,0.500000,-0.500000,0.500000,0.500000,4.167
128,4.224999,218.916660,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,218.916660,155.000000,66.468747,0.500000,-0.500000,0.500000,0.500000,4.167
129,4.258333,219.249993,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,219.249993,155.000000,66.593747,0.500000,-0.500000,0.500000,0.500000,0.000
130,4.291666,219.583326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,219.583326,155.000000,66.718747,0.500000,-0.500000,0.500000,0.500000,4.167
131,4.324999,219.916659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,219.916659,155.000000,66.843747,0.500000,-0.500000,0.500000,0.500000,4.167
132,4.358333,220.249993,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,220.249993,155.000000,66.968747,0.500000,-0.500000,0.500000,0.500000,0.000
133,4.391666,220.583326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,220.583326,155.000000,67.093747,0.500000,-0.500000,0.500000,0.500000,4.167
134,4.420833,220.874993,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,220.874993,155.000000,67.203122,0.500000,-0.500000,0.500000,0.500000,0.000
135,4.454166,221.208326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,221.208326,155.000000,67.328122,0.500000,-0.500000,0.500000,0.500000,4.167
136,4.487499,221.541659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,221.541659,155.000000,67.453122,0.500000,-0.500000,0.500000,0.500000,4.167
137,4.520833,221.874993,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,221.874993,155.000000,67.578122,0.500000,-0.500000,0.500000,0.500000,0.000
138,4.554166,222.208326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,222.208326,155.000000,67.703122,0.500000,-0.500000,0.500000,0.500000,4.167
139,4.587499,222.541659,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,222.541659,155.000000,67.828122,0.500000,-0.500000,0.500000,0.500000,4.167
140,4.620833,222.874992,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,222.874992,155.000000,67.953122,0.500000,-0.500000,0.500000,0.500000,0.000
141,4.654166,223.208326,155.000000,0.783950,1.000000,0.000000,0.000000,0.000000,223.208326,155.000000,68.078122,0.500000,-0.500000,0.500000,0.500000,4.167
